CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA,Location,name_clean,zip_clean,address_raw_ins,address_clean_ins,yelp_id,name,rating,review_count,price,categories,address1,city,state,postal_code,latitude,longitude,url,address_raw_yelp,address_clean_yelp,name_clean_ins,address_clean,name_clean_yelp
50118322,ANDIAMO PIZZA,Manhattan,818,6 AVENUE,10001,2122542860,Pizza,1/2/2025,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,9.0,A,1/2/2025,11/26/2025,Cycle Inspection / Initial Inspection,40.7462082,-73.99037849,105.0,3.0,7600.0,1015710.0,1008300003.0,MN17,POINT (-73.990378485822 40.746208202764),ANDIAMO PIZZA,10001,818 6 AVENUE,818 6 AVENUE,2-GsvFaQpVpbaIdwb9lSeQ,Andiamo Pizza,4.5,399,$,"Pizza, Italian, Caterers",818 6th Ave,New York,NY,10001,40.746144,-73.990189,https://www.yelp.com/biz/andiamo-pizza-new-york-2?adjust_creative=ElJf80pvFQN3oIhAdagrmQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ElJf80pvFQN3oIhAdagrmQ,818 6th Ave,818 6TH AVE,,,
50127356,LITTLE ITALY PIZZA,Manhattan,62,WEST   48 STREET,10036,9178031905,Pizza,9/20/2022,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,0.0,,,11/26/2025,Pre-permit (Operational) / Initial Inspection,40.75821525,-73.98035643,105.0,4.0,9600.0,1034505.0,1012630166.0,MN17,POINT (-73.980356430819 40.758215251503),LITTLE ITALY PIZZA,10036,62 WEST   48 STREET,62 WEST 48 STREET,CYYLEipRFmr73Hz6XNEzoQ,Little Italy Pizza,4.1,712,$,"Pizza, Sandwiches, Pasta Shops",55 W 45th St,New York,NY,10036,40.756482,-73.981484,https://www.yelp.com/biz/little-italy-pizza-new-york-5?adjust_creative=ElJf80pvFQN3oIhAdagrmQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ElJf80pvFQN3oIhAdagrmQ,55 W 45th St,55 W 45TH ST,,,
50127356,LITTLE ITALY PIZZA,Manhattan,62,WEST   48 STREET,10036,9178031905,Pizza,9/20/2022,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,0.0,,,11/26/2025,Pre-permit (Operational) / Initial Inspection,40.75821525,-73.98035643,105.0,4.0,9600.0,1034505.0,1012630166.0,MN17,POINT (-73.980356430819 40.758215251503),LITTLE ITALY PIZZA,10036,62 WEST   48 STREET,62 WEST 48 STREET,U0qnUmFtGdiPm6I0x-Jd7Q,Little Italy Pizza,4.2,134,,Pizza,167 W 48th St,New York,NY,10036,40.75975,-73.98372,https://www.yelp.com/biz/little-italy-pizza-new-york-40?adjust_creative=ElJf80pvFQN3oIhAdagrmQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ElJf80pvFQN3oIhAdagrmQ,167 W 48th St,167 W 48TH ST,,,
50127356,LITTLE ITALY PIZZA,Manhattan,62,WEST   48 STREET,10036,9178031905,Pizza,9/20/2022,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,0.0,,,11/26/2025,Pre-permit (Operational) / Initial Inspection,40.75821525,-73.98035643,105.0,4.0,9600.0,1034505.0,1012630166.0,MN17,POINT (-73.980356430819 40.758215251503),LITTLE ITALY PIZZA,10036,62 WEST   48 STREET,62 WEST 48 STREET,AKE0PMDuroeqCf3ZyPYDfQ,Little Italy Pizza,4.2,82,,Pizza,671 8th Ave,New York,NY,10036,40.7576385630105,-73.98970998823643,https://www.yelp.com/biz/little-italy-pizza-new-york-41?adjust_creative=ElJf80pvFQN3oIhAdagrmQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ElJf80pvFQN3oIhAdagrmQ,671 8th Ave,671 8TH AVE,,,
50141664,SANDWELL,Manhattan,412,AMSTERDAM AVENUE,10024,4432050566,Sandwiches,3/26/2024,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,39.0,,,11/26/2025,Pre-permit (Operational) / Initial Inspection,40.78362851,-73.97798008,107.0,6.0,16700.0,1032634.0,1012270034.0,MN12,POINT (-73.977980084339 40.783628514582),SANDWELL,10024,412 AMSTERDAM AVENUE,412 AMSTERDAM AVENUE,hr-2YK8c2blBRr3-1ZzXGA,Sandwell,4.5,92,,Sandwiches,412 Amsterdam Ave,New York,NY,10024,40.783742156880855,-73.9782929,https://www.yelp.com/biz/sandwell-new-york-4?adjust_creative=ElJf80pvFQN3oIhAdagrmQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ElJf80pvFQN3oIhAdagrmQ,412 Amsterdam Ave,412 AMSTERDAM AVE,,,
50049095,ASUKA SUSHI,Manhattan,300,WEST   23 STREET,10011,2127270888,Japanese,8/13/2024,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,45.0,C,8/13/2024,11/26/2025,Cycle Inspection / Re-inspection,40.74545928,-73.99891732,104.0,3.0,9300.0,1013429.0,1007467503.0,MN13,POINT (-73.998917321202 40.74545928109),ASUKA SUSHI,10011,300 WEST   23 STREET,300 WEST 23 STREET,fePu8xy0ir_ikZcS_vVSBA,Asuka Sushi,4.1,1167,$$,"Japanese, Thai, Cocktail Bars",300 W 23rd St,New York,NY,10011,40.745202,-73.998909,https://www.yelp.com/biz/asuka-sushi-new-york?adjust_creative=ElJf80pvFQN3oIhAdagrmQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ElJf80pvFQN3oIhAdagrmQ,300 W 23rd St,300 W 23RD ST,,,
50119003,PEPPERCORN STATION,Manhattan,66,WEST   39 STREET,10018,6466915638,Chinese,11/20/2024,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,27.0,N,,11/26/2025,Cycle Inspection / Initial Inspection,40.75240245,-73.98426342,105.0,4.0,8400.0,1080738.0,1008400004.0,MN17,POINT (-73.984263421701 40.752402452796),PEPPERCORN STATION,10018,66 WEST   39 STREET,66 WEST 39 STREET,GAFqRBlqZpLK2vYbiqzYhA,Peppercorn Station,4.2,153,$$,Szechuan,66 W 39th St,New York,NY,10018,40.75266,-73.985145,https://www.yelp.com/biz/peppercorn-station-new-york?adjust_creative=ElJf80pvFQN3oIhAdagrmQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ElJf80pvFQN3oIhAdagrmQ,66 W 39th St,66 W 39TH ST,,,
50046597,BODEGA 88,Manhattan,573,COLUMBUS AVENUE,10024,2127991602,Latin American,5/19/2022,Violations were cited in the following area(s).,10I,"Single service item reused, improperly stored, dispensed; not used when required.",Not Critical,13.0,A,5/19/2022,11/26/2025,Cycle Inspection / Initial Inspection,40.7875548,-73.97137747,107.0,6.0,17300.0,1031486.0,1012010063.0,MN12,POINT (-73.971377470518 40.787554798582),BODEGA 88,10024,573 COLUMBUS AVENUE,573 COLUMBUS AVENUE,3vBVnzsJLRh8WtW3awKxeQ,Bodega 88,4.3,262,$$,"Sports Bars, Cocktail Bars, Latin American",573 Columbus Ave,New York,NY,10024,40.7875358759796,-73.9711353555322,https://www.yelp.com/biz/bodega-88-new-york?adjust_creative=ElJf80pvFQN3oIhAdagrmQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ElJf80pvFQN3oIhAdagrmQ,573 Columbus Ave,573 COLUMBUS AVE,,,
50104712,LOS 3 CHARROS,Manhattan,57,LENOX AVENUE,10026,6466780891,Mexican,5/5/2025,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,12.0,A,5/5/2025,11/26/2025,Cycle Inspection / Initial Inspection,40.80001738,-73.95115268,110.0,9.0,21600.0,1054986.0,1018220036.0,MN11,POINT (-73.951152680758 40.800017375214),LOS 3 CHARROS,10026,57 LENOX AVENUE,57 LENOX AVENUE,n7wiN5Ergd_BSzBHVp8-SQ,Los 3 Charros,4.1,43,,"Seafood, Breakfast & Brunch, Mexican",57 Lenox Ave,New York,NY,10026,40.8001,-73.95143,https://www.yelp.com/biz/los-3-charros-new-york?adjust_creative=ElJf80pvFQN3oIhAdagrmQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ElJf80pvFQN3oIhAdagrmQ,57 Lenox Ave,57 LENOX AVE,,,
41641276,TABOONETTE,Manhattan,30,EAST   13 STREET,10003,2125107871,Mediterranean,12/20/2022,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,16.0,,,11/26/2025,Cycle Inspection / Initial Inspection,40.73475723,-73.99283743,102.0,2.0,6100.0,1009384.0,1005700020.0,MN23,POINT (-73.992837430303 40.734757231006),TABOONETTE,10003,30 EAST   13 STREET,30 EAST 13 STREET,owYYuyLvlsdjLz68c3SSfg,Taboonette,4.3,1103,$$,"Mediterranean, Middle Eastern, New American",30 E 13th St,New York,NY,10003,40.7346038818359,-73.9928283691406,https://www.yelp.com/biz/taboonette-new-york?adjust_creative=ElJf80pvFQN3oIhAdagrmQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ElJf80pvFQN3oIhAdagrmQ,30 E 13th St,30 E 13TH ST,,,
50035710,LES ENFANTS DE BOHEME,Manhattan,173,HENRY STREET,10002,2129792606,French,10/8/2024,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,18.0,,,11/26/2025,Cycle Inspection / Initial Inspection,40.71347949,-73.98898364,103.0,1.0,600.0,1003614.0,1002840011.0,MN28,POINT (-73.988983638263 40.71347949423),LES ENFANTS DE BOHEME,10002,173 HENRY STREET,173 HENRY STREET,qOomR3AwClOGpV1HdqOTFg,Les Enfants de Boheme,4.3,388,$$,"French, Cocktail Bars, Wine Bars",177 Henry St,New York,NY,10002,40.7136187,-73.9888503,https://www.yelp.com/biz/les-enfants-de-boheme-new-york?adjust_creative=ElJf80pvFQN3oIhAdagrmQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ElJf80pvFQN3oIhAdagrmQ,177 Henry St,177 HENRY ST,,,
50108415,UVA NEXT DOOR,Manhattan,1484,2 AVENUE,10075,9174727921,Italian,1/8/2023,Violations were cited in the following area(s).,09C,"Design, construction, materials used or maintenance of food contact surface improper.  Surface not easily cleanable, sanitized and maintained.",Not Critical,26.0,B,1/8/2023,11/26/2025,Pre-permit (Operational) / Re-inspection,40.77228354,-73.95580523,108.0,5.0,13400.0,1045199.0,1014520003.0,MN31,POINT (-73.955805231258 40.772283539385),UVA NEXT DOOR,10075,1484 2 AVENUE,1484 2 AVENUE,nvTE9vtXCoYvF9-l6PZMVw,Uva Next Door,4.1,138,$$$,"Bars, Italian, Pizza",1484 2nd Ave,New York,NY,10075,40.77223189920225,-73.95566751924939,https://www.yelp.com/biz/uva-next-door-new-york-4?adjust_creative=ElJf80pvFQN3oIhAdagrmQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ElJf80pvFQN3oIhAdagrmQ,1484 2nd Ave,1484 2ND AVE,,,
50096557,LOS TACOS NO. 1,Manhattan,410,WEST   16 STREET,10011,3479281932,Tex-Mex,5/2/2023,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,7.0,A,5/2/2023,11/26/2025,Cycle Inspection / Initial Inspection,40.74244544,-74.00483935,104.0,3.0,8300.0,1012541.0,1007130001.0,MN13,POINT (-74.004839354461 40.742445435138),LOS TACOS NO 1,10011,410 WEST   16 STREET,410 WEST 16 STREET,jnEv25Y2DosTq2sNnvmC9g,Los Tacos No.1,4.6,4019,$$,Tacos,75 9th Ave,New York,NY,10011,40.742551,-74.006053,https://www.yelp.com/biz/los-tacos-no-1-new-york?adjust_creative=ElJf80pvFQN3oIhAdagrmQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ElJf80pvFQN3oIhAdagrmQ,75 9th Ave,75 9TH AVE,,,
50106587,CARNEGIE PIZZA,Manhattan,200,WEST   41 STREET,10036,2127774141,Pizza,10/29/2025,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,12.0,A,10/29/2025,11/26/2025,Cycle Inspection / Initial Inspection,40.75554015,-73.98787576,105.0,3.0,11300.0,1024649.0,1010127502.0,MN17,POINT (-73.987875764705 40.755540151991),CARNEGIE PIZZA,10036,200 WEST   41 STREET,200 WEST 41 STREET,vwsKHxKI49TIM8Ao_RTNgg,Carnegie Pizza,4.5,403,$$,"Pizza, Desserts, Beer Bar",200 W 41 St,New York,NY,10036,40.755352190705295,-73.98792,https://www.yelp.com/biz/carnegie-pizza-new-york?adjust_creative=ElJf80pvFQN3oIhAdagrmQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ElJf80pvFQN3oIhAdagrmQ,200 W 41 St,200 W 41 ST,,,
50150262,NOMAD,Manhattan,30,VANDAM STREET,10013,9179692071,Sandwiches,10/30/2024,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,10.0,A,10/30/2024,11/26/2025,Cycle Inspection / Initial Inspection,40.72635836,-74.00501497,102.0,3.0,3700.0,1007818.0,1005050014.0,MN24,POINT (-74.005014968398 40.726358363178),NOMAD,10013,30 VANDAM STREET,30 VANDAM STREET,jta0JMLcAhJy-ZvWrR9vow,Nomad,4.7,41,,"Sandwiches, Salad",30 Vandam St,New York,NY,10013,40.726152,-74.004977,https://www.yelp.com/biz/nomad-new-york-8?adjust_creative=ElJf80pvFQN3oIhAdagrmQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ElJf80pvFQN3oIhAdagrmQ,30 Vandam St,30 VANDAM ST,,,
50136408,SUSHI W,Manhattan,1513,LEXINGTON AVENUE,10029,6096299730,Japanese,5/29/2025,Violations were cited in the following area(s).,09C,"Design, construction, materials used or maintenance of food contact surface improper. Surface not easily cleanable, sanitized and maintained.",Not Critical,19.0,,,11/26/2025,Cycle Inspection / Initial Inspection,40.78684765,-73.95019819,111.0,5.0,15802.0,1076344.0,1016250052.0,MN33,POINT (-73.950198194573 40.786847653089),SUSHI W,10029,1513 LEXINGTON AVENUE,1513 LEXINGTON AVENUE,lCd55zOeqk9kmxC3biLUUw,Sushi W,4.5,101,,Sushi Bars,1513 Lexington Ave,New York,NY,10029,40.786907,-73.95,https://www.yelp.com/biz/sushi-w-new-york-3?adjust_creative=ElJf80pvFQN3oIhAdagrmQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ElJf80pvFQN3oIhAdagrmQ,1513 Lexington Ave,1513 LEXINGTON AVE,,,
50115785,GOSUKE,Manhattan,235,WEST   35 STREET,10001,6468161741,Japanese,12/5/2024,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,22.0,,,11/26/2025,Cycle Inspection / Initial Inspection,40.75212872,-73.99124386,105.0,3.0,10900.0,1014426.0,1007850023.0,MN17,POINT (-73.991243857493 40.75212872175),GOSUKE,10001,235 WEST   35 STREET,235 WEST 35 STREET,Ta1tudYs2rPuxo-Hcn7_NQ,Gosuke,4.3,72,,"Japanese, Sushi Bars",235 W 35th St,New York,NY,10001,40.7523,-73.99127,https://www.yelp.com/biz/gosuke-new-york-2?adjust_creative=ElJf80pvFQN3oIhAdagrmQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ElJf80pvFQN3oIhAdagrmQ,235 W 35th St,235 W 35TH ST,,,
50136806,OSTERIA NONNINO,Manhattan,637,HUDSON STREET,10014,3473937787,Italian,2/28/2024,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,30.0,,,11/26/2025,Pre-permit (Operational) / Initial Inspection,40.73884702,-74.00549224,102.0,3.0,7900.0,1011680.0,1006277501.0,MN23,POINT (-74.005492243227 40.738847021378),OSTERIA NONNINO,10014,637 HUDSON STREET,637 HUDSON STREET,Qro_lPPQZ9_cehKG7MIi7g,Osteria Nonnino,4.3,213,$$$,"Italian, Pasta Shops, Cocktail Bars",637 Hudson St,New York,NY,10014,40.73888,-74.00574,https://www.yelp.com/biz/osteria-nonnino-new-york?adjust_creative=ElJf80pvFQN3oIhAdagrmQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ElJf80pvFQN3oIhAdagrmQ,637 Hudson St,637 HUDSON ST,,,
50093226,ODA HOUSE,Manhattan,406,EAST   73 STREET,10021,6469985152,Eastern European,4/9/2024,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,18.0,,,11/26/2025,Cycle Inspection / Initial Inspection,40.76828963,-73.95507142,108.0,5.0,12400.0,1045860.0,1014670043.0,MN31,POINT (-73.955071416791 40.768289634058),ODA HOUSE,10021,406 EAST   73 STREET,406 EAST 73 STREET,r7z65v8cnBP0MhGP4oQ0bQ,Oda House,4.1,292,$$,"Georgian, Wine Bars",406 E 73rd St,New York,NY,10021,40.768084,-73.954979,https://www.yelp.com/biz/oda-house-new-york-3?adjust_creative=ElJf80pvFQN3oIhAdagrmQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ElJf80pvFQN3oIhAdagrmQ,406 E 73rd St,406 E 73RD ST,,,
50167337,TWILIGHT LOUNGE,Manhattan,110,1 AVENUE,10009,6463516055,Chinese,4/8/2025,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,37.0,N,,11/26/2025,Pre-permit (Non-operational) / Initial Inspection,40.72672541,-73.98590389,103.0,2.0,3200.0,1005773.0,1004340006.0,MN22,POINT (-73.985903892131 40.726725405316),TWILIGHT LOUNGE,10009,110 1 AVENUE,110 1 AVENUE,qAu3v0t1_LYsKcFvijB0xQ,Twilight Lounge,4.7,18,,"Chinese, Venues & Event Spaces",110 1st Ave,New York,NY,10009,40.726691,-73.985745,https://www.yelp.com/biz/twilight-lounge-new-york?adjust_creative=ElJf80pvFQN3oIhAdagrmQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ElJf80pvFQN3oIhAdagrmQ,110 1st Ave,110 1ST AVE,,,
50161117,LOS TACOS No. 1,Manhattan,508,WEST   34 STREET,10001,6197409242,Other,4/22/2025,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,2.0,A,4/22/2025,11/26/2025,Pre-permit (Operational) / Initial Inspection,40.75481618,-73.99973651,104.0,3.0,9900.0,1090274.0,1007050039.0,MN13,POINT (-73.99973651101 40.754816175639),LOS TACOS NO 1,10001,508 WEST   34 STREET,508 WEST 34 STREET,Geq1Z8TB0gegMEgdLrQuaw,Los Tacos No 1,4.7,169,$$,Tacos,201 W 33rd St,New York,NY,10001,40.75055387764191,-73.99132221685959,https://www.yelp.com/biz/los-tacos-no-1-new-york-12?adjust_creative=ElJf80pvFQN3oIhAdagrmQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ElJf80pvFQN3oIhAdagrmQ,201 W 33rd St,201 W 33RD ST,,,
50044184,AN'NAM,Manhattan,234,WEST   48 STREET,10036,2122478318,Southeast Asian,3/31/2022,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,30.0,,,11/26/2025,Cycle Inspection / Initial Inspection,40.76044752,-73.98565488,105.0,3.0,12500.0,1024764.0,1010190055.0,MN17,POINT (-73.985654875055 40.760447524973),AN NAM,10036,234 WEST   48 STREET,234 WEST 48 STREET,ykf5siP-2CXY3leFbeeabQ,An'nam,4.0,410,$$,"Japanese, Vietnamese, Sushi Bars",234 W 48th St,New York,NY,10036,40.76062008418849,-73.98644008220903,https://www.yelp.com/biz/annam-new-york-2?adjust_creative=ElJf80pvFQN3oIhAdagrmQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ElJf80pvFQN3oIhAdagrmQ,234 W 48th St,234 W 48TH ST,,,
50123506,DIMSUM GARDEN,Manhattan,338,LEXINGTON AVENUE,10016,6465592388,Chinese,7/31/2025,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,12.0,A,7/31/2025,11/26/2025,Cycle Inspection / Initial Inspection,40.74973612,-73.97729837,106.0,4.0,8000.0,1019470.0,1008950021.0,MN20,POINT (-73.977298371317 40.749736123536),DIMSUM GARDEN,10016,338 LEXINGTON AVENUE,338 LEXINGTON AVENUE,rGUv1nNmsvy2jOlZtbaOpw,Dimsum Garden,4.2,173,,Dim Sum,338 Lexington Ave,New York,NY,10016,40.74979,-73.97743,https://www.yelp.com/biz/dimsum-garden-new-york?adjust_creative=ElJf80pvFQN3oIhAdagrmQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ElJf80pvFQN3oIhAdagrmQ,338 Lexington Ave,338 LEXINGTON AVE,,,
50122469,PASTITALIA,Manhattan,264,LENOX AVENUE,10027,6315687405,Italian,1/9/2025,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12.0,A,1/9/2025,11/26/2025,Cycle Inspection / Re-inspection,40.80671237,-73.94624229,110.0,9.0,20000.0,1053416.0,1017210037.0,MN11,POINT (-73.946242294043 40.806712365736),PASTITALIA,10027,264 LENOX AVENUE,264 LENOX AVENUE,LFjTt6Ab8wzgYuIIXKJLpQ,Pastitalia,4.4,35,,"Pasta Shops, Cafes, Italian",264 Lenox Ave,New York,NY,10027,40.80653117524648,-73.9459371,https://www.yelp.com/biz/pastitalia-new-york?adjust_creative=ElJf80pvFQN3oIhAdagrmQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ElJf80pvFQN3oIhAdagrmQ,264 Lenox Ave,264 LENOX AVE,,,
50108603,CHINA KING,Manhattan,2026,LEXINGTON AVENUE,10035,2128766688,Chinese,11/19/2024,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,15.0,B,11/19/2024,11/26/2025,Cycle Inspection / Re-inspection,40.80325271,-73.93824796,111.0,9.0,19600.0,1054448.0,1017720055.0,MN34,POINT (-73.938247963451 40.80325270831),CHINA KING,10035,2026 LEXINGTON AVENUE,2026 LEXINGTON AVENUE,gABJfl51T0QXitBlXlVB4g,China King,4.5,17,,Chinese,2026 Lexington Ave,New York,NY,10035,40.80339,-73.93832,https://www.yelp.com/biz/china-king-new-york-4?adjust_creative=ElJf80pvFQN3oIhAdagrmQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ElJf80pvFQN3oIhAdagrmQ,2026 Lexington Ave,2026 LEXINGTON AVE,,,
50126563,CHICA & THE DON,Manhattan,24,EAST   21 STREET,10010,5184668366,Latin American,6/12/2024,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9.0,A,6/12/2024,11/26/2025,Cycle Inspection / Initial Inspection,40.73964811,-73.98910199,105.0,2.0,5200.0,1016222.0,1008497506.0,MN13,POINT (-73.989101987667 40.73964810613),CHICA THE DON,10010,24 EAST   21 STREET,24 EAST 21 STREET,AoObdns-Y8YberOURhsosQ,Chica & The Don,4.6,66,,"Latin American, Empanadas, Cocktail Bars",24 E 21st St,New York,NY,10010,40.73937189999999,-73.98902559999999,https://www.yelp.com/biz/chica-and-the-don-new-york?adjust_creative=ElJf80pvFQN3oIhAdagrmQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ElJf80pvFQN3oIhAdagrmQ,24 E 21st St,24 E 21ST ST,,,
50163406,JOJU,Manhattan,1603,2 AVENUE,10028,6467999475,Asian/Asian Fusion,4/24/2025,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,31.0,,,11/26/2025,Pre-permit (Operational) / Initial Inspection,40.77607296,-73.95306588,108.0,5.0,13800.0,1048705.0,1015290022.0,MN32,POINT (-73.95306587535 40.776072959096),JOJU,10028,1603 2 AVENUE,1603 2 AVENUE,7-fl51WdDzlm6f3Ck1wm8Q,Joju,4.5,27,,"Vietnamese, Sandwiches, Coffee & Tea",1603 2nd Ave,New York,NY,10028,40.77618325048202,-73.95323669999999,https://www.yelp.com/biz/joju-new-york-4?adjust_creative=ElJf80pvFQN3oIhAdagrmQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ElJf80pvFQN3oIhAdagrmQ,1603 2nd Ave,1603 2ND AVE,,,
50090305,ICCA,Manhattan,20,WARREN STREET,10007,6466493415,Japanese,5/22/2024,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,10.0,A,5/22/2024,11/26/2025,Cycle Inspection / Initial Inspection,40.71401774,-74.00764731,101.0,1.0,2100.0,1001461.0,1001350009.0,MN24,POINT (-74.007647307195 40.714017743081),ICCA,10007,20 WARREN STREET,20 WARREN STREET,LLHY7JMG16gYuJzDYRskRQ,Icca,4.4,47,,Japanese,20 Warren St,New York,NY,10007,40.71426825071808,-74.0077059598649,https://www.yelp.com/biz/icca-new-york?adjust_creative=ElJf80pvFQN3oIhAdagrmQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ElJf80pvFQN3oIhAdagrmQ,20 Warren St,20 WARREN ST,,,
